StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q85,Q86,Q87,Q88,Q88_4_TEXT,Q89,Q89_4_TEXT,Q90,Q90_6_TEXT,Q92,Q92_6_TEXT,Q148,Q148_6_TEXT,Q151,Q151_6_TEXT,Q149,Q150,Q2,Q4_1,Q93,Q94_1,Q95,Q96_1,Q97,Q98_1,Q99,Q100_1,Q101,Q102_1,Q103,Q104_1,Q105,Q106_1,Q107,Q109,Q108_1,Q110,Q111,Q112_1,Q116,Q117_1,Q118,Q119_1,Q120,Q121_1,Q122,Q123_1,Q124,Q125_1,Q126,Q127_1,Q128,Q129_1,Q130,Q131_1,Q132,Q133_1,Q134,Q135_1,Q136,Q137_1,Q138,Q139_1,Q140,Q141_1,Q142,Q143_1,Q144,Q145_1,Q146,Q147_1
2025-04-07 16:23:10,2025-04-07 16:38:38,IP Address,92.184.123.135,100,928,True,2025-04-07 16:38:39,R_2jVszMOgXjN3Nu5,,,,,50.6375,3.0542,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Орыс,,Орыс,,Орыс,,Үнемі қолданамын,Кейде қолданамын,ыңғайсыздық,Әлсіздеу,шаттық,Өте күшті,қиналыс,Орташа,өкініш,Күштілеу,реніш,Өте күшті,ризашылық,Күштілеу,қорқыныш,Күштілеу,мұң,Күштілеу,,кінә,Өте күшті,ұялу,,Күштілеу,қорқыныш,Өте күшті,кінә,Орташа,қанағаттанбаушылық,Орташа,шаршау,Күштілеу,мақтаныш,Өте күшті,өкініш,Күштілеу,құрметті жоғалту,Күштілеу,реніш,Күштілеу,шаттық,Күштілеу,жиіркену,Орташа,кінә,Күштілеу,қызығушылық,Орташа,қамқорлықсыздық,Күштілеу,құпиясыздық,Күштілеу,қуаныш,Өте күшті,қорқыныш,Күштілеу
2025-04-07 16:11:31,2025-04-07 16:42:57,IP Address,185.151.41.100,100,1885,True,2025-04-07 16:42:57,R_991SfaVW1KQmZvb,,,,,43.25,76.9167,anonymous,EN,Келісемін,26-35,Магистр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Түрік",,"Ағылшын,Қазақ",,Ағылшын,,Қазақ,,Жиі қолданамын,Жиі қолданамын,"Ештеңе етпейді ",Орташа,Куаныш,Өте күшті,"Ыңғайсыздық ",Күштілеу,Қайғы,Күштілеу,Ашу,Өте күшті,"Алғыс ",Орташа,"Қорқыныш ",Күштілеу,Көңілі қалу,Күштілеу,Ұят,,Өте күшті,Ұят,,Өте күшті,"Әлсіздік, кінә",Өте күшті,"Қорқыныш, кінә",Өте күшті,Қанағатсыз,Орташа,Әлсіздік,Күштілеу,Мақтаныш,Күштілеу,Өкініш,Күштілеу,Ұят,Орташа,"Кінә ",Өте күшті,"Ұялу, өкініш ",Күштілеу,Жиіркеніш,Күштілеу,"Өкініш, кінә ",Өте күшті,"Ештеңе ",Орташа,"Кінә ",Өте күшті,Өкініш,Өте күшті,Көңілі толу,Күштілеу,"Депрессия ",Өте күшті
2025-04-07 17:04:50,2025-04-07 17:17:44,IP Address,46.34.193.179,100,774,True,2025-04-07 17:17:45,R_1CDTxYbnohHlqLq,,,,,51.1876,71.4491,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс",,Қазақ,,Қазақ,,Орыс,,Сирек қолданамын,Үнемі қолданамын,Ешқандай,Орташа,Қуаныш,Өте күшті,Түсініксіз,Орташа,Үміт ақталмау,Күштілеу,Реніш,Күштілеу,Алғыс,Орташа,Қорқыныш,Өте күшті,Реніш,Күштілеу,,Кінәлі,Күштілеу,Ұят,,Өте күшті,Кінә,Өте күшті,Кінә,Өте күшті,Шүкір,Күштілеу,Әлсіздік,Өте күшті,Жеңілдік,Өте күшті,Өкініш,Күштілеу,Ұят,Орташа,Түсініксіз,Орташа,Түсініксіз,Орташа,Өкініш,Күштілеу,Өкініш,Өте күшті,Ешқандай,Әлсіздеу,Қапа,Өте күшті,Ұят,Күштілеу,Куаныш,Күштілеу,Сәтсіздік,Орташа
2025-04-07 17:23:30,2025-04-07 17:33:55,IP Address,91.147.111.49,100,624,True,2025-04-07 17:33:56,R_4Fi4DCn7PGr3nvr,,,,,43.25,76.9167,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Түрік",,"Қазақ,Орыс",,Орыс,,Орыс,,Сирек қолданамын,Жиі қолданамын,ештене,Әлсіз,куаныш,Өте күшті,ештене,Әлсіз,уят,Өте күшті,ашу,Өте күшті,алгыс,Орташа,коркыныш,Өте күшті,кайгы,Өте күшті,уят,,Өте күшті,уят,,Өте күшті,уят,Өте күшті,кайгы,Өте күшті,ашу,Өте күшті,выгорание,Өте күшті,мактаныш,Өте күшті,уят,Өте күшті,уят,Өте күшті,самобичевание,Өте күшті,уят,Өте күшті,жиеркениш,Орташа,"кайгы, озин ози киналау",Өте күшті,уят,Әлсіздеу,уят,Өте күшті,уят,Орташа,женилдик,Өте күшті,рениш,Өте күшті
2025-04-07 15:42:36,2025-04-07 18:19:50,IP Address,147.30.125.251,100,9434,True,2025-04-07 18:19:51,R_2pJQyFwiJtfZKPe,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бастауыш білім,Ер,Орыс,,Ағылшын,,"Ағылшын,Қазақ,Орыс,Түрік",,"Ағылшын,Қазақ,Орыс",,"Қазақ,Түрік,Өзбек",,Орыс,,Кейде қолданамын,Жиі қолданамын,.,Әлсіздеу,.,Күштілеу,.,Әлсіздеу,.,Орташа,.,Орташа,.,Әлсіздеу,Қорқыныш,Өте күшті,Өкініш,Күштілеу,Shy,,Әлсіздеу,Ұялды,,Күштілеу,.,Күштілеу,.,Әлсіздеу,.,Орташа,Ызалану,Күштілеу,Қуаныш,Өте күшті,Өкініш,Күштілеу,Ұялды,Орташа,.,Әлсіз,Ызалану,Күштілеу,Ызалану,Күштілеу,.,Күштілеу,Қуаныш,Өте күшті,Өкініш,Әлсіздеу,Өкініш,Әлсіздеу,Қіаныш,Орташа,Өкініш,Әлсіздеу
2025-04-07 18:26:21,2025-04-07 18:47:38,IP Address,87.255.216.86,100,1277,True,2025-04-07 18:47:39,R_4QLyFFQYj9d1tZC,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Әйел,Қазақ,,Қазақ,,Қазақ,,Қазақ,,Қазақ,,Қазақ,,Сирек қолданамын,Үнемі қолданамын,Ештеңе,Әлсіз,Қуаныш,Өте күшті,Бірдеңеге алаңдау,Әлсіздеу,"Өкініш, өзіне өкпе",Күштілеу,"Ашу, ыза",Өте күшті,"Қуаныш, алғыс",Күштілеу,"Қорқыныш, үрей",Өте күшті,Жылау,Өте күшті,Ұят,,Өте күшті,,Қуаныш,Орташа,"Қорқыныш, өкініш",Өте күшті,Өкініш,Өте күшті,Шүкіршіліа,Орташа,Жеңілдік,Әлсіздеу,Мақтаныш,Күштілеу,"Өкініш, күйзеліс",Күштілеу,Ұят,Өте күшті,аяушылық,Күштілеу,Ұят,Өте күшті,Өкпе,Күштілеу,Өкініш,Өте күшті,Ештеңн,Әлсіз,"Өкініш, ашу",Өте күшті,"Өкініш, ұят",Өте күшті,"Қуаныш, мақтаныш",Өте күшті,Жек көру,Күштілеу
2025-04-07 18:59:31,2025-04-07 19:14:48,IP Address,104.28.241.138,100,917,True,2025-04-07 19:14:49,R_8meHe8ftJC1q8vo,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ",,"Ағылшын,Қазақ",,Қазақ,,Сирек қолданамын,Үнемі қолданамын,Ұялу,Әлсіз,Қуаныш,Өте күшті,Көңілі қалу,Орташа,Өкіну,Өте күшті,Ашу,Күштілеу,Ризашылық,Күштілеу,Қорқыныш,Өте күшті,Түңілу,Өте күшті,,Ұялу,Өте күшті,Ұялу,,Әлсіздеу,Үрей,Күштілеу,Өкініш,Өте күшті,Таң қалу,Орташа,Күйзеліс,Күштілеу,Қуаныш,Күштілеу,Өкініш,Өте күшті,Ұялу,Күштілеу,Түңілу,Орташа,Ұялу,Өте күшті,Жиіркеніш,Өте күшті,Өкініш,Өте күшті,Қуаныш,Әлсіздеу,Өкініш,Күштілеу,Ұят,Күштілеу,Қуаныш,Күштілеу,Түңілу,Өте күшті
2025-04-07 17:16:22,2025-04-07 19:46:13,IP Address,46.34.194.191,100,8991,True,2025-04-07 19:46:14,R_8j0xTuBWZO9X34k,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Қазақ,,Қазақ,,Қазақ,,Кейде қолданамын,Үнемі қолданамын,"Қалыпты ",Өте күшті,Қуаныш,Күштілеу,"Аң тан ",Әлсіздеу,Сенімсіздік,Күштілеу,"Қуаныш ",Әлсіздеу,Сенімділік,Күштілеу,"Қорқыныш Паникалық ",Өте күшті,Көңіл қалу,Өте күшті,Ұят,,Күштілеу,,Ұят,Орташа,"Кінәлі ",Өте күшті,Кінәлі,Әлсіз,Шүкіршілік,Орташа,"Бостандық,жеңілдеп қуаныш сезімі",Күштілеу,"Сенімділік,қуаныш ",Күштілеу,"Ұят ыңғайсыздану ",Орташа,Ыңғайсыздандф,Күштілеу,"Ұят,қорқыныш ",Күштілеу,Ұят,Әлсіз,Фу,Күштілеу,Ұят,Әлсіз,Сенімділік,Әлсіз,Ужас😫,Өте күшті,Немқұрайлы,Өте күшті,Қуаныш,Өте күшті,"Выгорание ",Өте күшті
2025-04-07 19:55:10,2025-04-07 20:07:40,IP Address,176.223.77.113,100,750,True,2025-04-07 20:07:41,R_7OGPF6wBYF9S7xI,,,,,45.6127,63.3179,anonymous,EN,Келісемін,46-55,Бакалавр дәрежесі,Ер,Қазақ,,Қазақ,,"Қазақ,Орыс,Өзбек",,Қазақ,,"Қазақ,Орыс",,Қазақ,,Мүлдем қолданбаймын,Үнемі қолданамын,Уялады,Орташа,Куаныш,Өте күшті,Енжарлык,Орташа,Куйіну,Күштілеу,Ашулану,Өте күшті,Ризашылык,Өте күшті,Корку,Күштілеу,Реніш,Өте күшті,Өкіну,,Өте күшті,,Уялу,Күштілеу,Урей,Өте күшті,Окіну,Өте күшті,Сенімсіздік,Орташа,Ренжу,Өте күшті,Мактаныш,Өте күшті,Өкіну,Күштілеу,Ыңғайсыздық,Орташа,Қимастық,Өте күшті,Ризашылық,Күштілеу,Жиркену,Өте күшті,Окініш,Өте күшті,Қызыгу,Күштілеу,Өкініш,Өте күшті,Уялу,Күштілеу,Канағаттану,Өте күшті,Куйзелу,Күштілеу
2025-04-07 21:22:32,2025-04-07 21:36:58,IP Address,95.82.67.45,100,865,True,2025-04-07 21:36:58,R_8cRChAKCVTHrtVn,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Ағылшын,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Ағылшын,,Жиі қолданамын,Жиі қолданамын,"Еркін, бірақ кейін жауып алған дұрыс этикет бойынша",Орташа,"Қуаныш, мақтаныш",Өте күшті,"Нейтралды ",Әлсіздеу,Мұң,Күштілеу,Ашу,Күштілеу,Алғыс,Күштілеу,"Қорқыныш ",Күштілеу,Мұң,Орташа,Ұят,,Күштілеу,Ұят,,Күштілеу,Бақытсыз,Күштілеу,"Қайғы ",Күштілеу,"Шүкіршілік ",Күштілеу,Мұң,Күштілеу,Қуаныш,Күштілеу,Өкініш,Күштілеу,Ұят,Күштілеу,"Білмеймін ",Орташа,Ұят,Күштілеу,Жиіркеніш,Күштілеу,"Мұң, қайғы ",Өте күшті,Ұят,Орташа,Өкініш,Күштілеу,Ұят,Өте күшті,"Қуаныш ",Күштілеу,"Мұң, депрессия",Өте күшті
2025-04-07 21:26:49,2025-04-07 21:47:00,IP Address,87.255.216.73,100,1210,True,2025-04-07 21:47:00,R_4wl7vaMcttcpLy1,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Орыс,,Орыс,,Орыс,,Жиі қолданамын,Кейде қолданамын,Сенімбеушілік,Орташа,"Қуаныш ",Өте күшті,Реніш,Өте күшті,Өкініш,Күштілеу,"Ашулы болады ",Өте күшті,Алғыс,Күштілеу,"Қорқыныш ",Өте күшті,"Грусть ",Өте күшті,,"Ұят ",Күштілеу,"Ұят ",,Өте күшті,Қорқыныш,Күштілеу,"Өз өзін кінәлау ",Күштілеу,"Айтқан сөзіне өкініш ",Өте күшті,"Грусть ",Күштілеу,"Мақтаныш ",Өте күшті,Өкініш,Өте күшті,"Ұят ",Өте күшті,"Қайғы ",Өте күшті,"Өкініш ",Өте күшті,Ештене,Орташа,"Безвыходность ",Орташа,Қуаныш,Әлсіздеу,"Өз өзін кінәлау ",Өте күшті,"Дәрменсіздік ",Күштілеу,"Мақтаныш ",Күштілеу,"Қайғы ",Орташа
2025-04-07 21:35:17,2025-04-07 21:49:10,IP Address,87.255.216.75,100,833,True,2025-04-07 21:49:11,R_9zNKFgp4NSdZPSt,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Қазақ,,Жиі қолданамын,Үнемі қолданамын,"Ашу, ұялу",Өте күшті,Бақыт,Өте күшті,Ешқандай,Орташа,Өкініш,Өте күшті,Ашу,Өте күшті,Алғыс,Күштілеу,Қорқыныш,Өте күшті,Разочарование,Күштілеу,Өкініш,,Күштілеу,,Мақтаныш/ұялу,Орташа,Өкініш,Өте күшті,Өкініш,Күштілеу,Білмеймін,Өте күшті,Әлсіздік,Күштілеу,"Мақтаныш, алғыс",Күштілеу,Білмеймін,Күштілеу,Ұят,Орташа,Сочувствие,Өте күшті,Түсінбедім,Күштілеу,Жиіркеніш,Күштілеу,Өкініш,Өте күшті,Ештеңе,Орташа,Өкініш,Өте күшті,Ұят,Күштілеу,Мақтаныш,Күштілеу,Білмеймін (неге сонша көп сұрақ😭),Күштілеу
2025-04-07 22:12:34,2025-04-07 22:33:34,IP Address,139.64.166.5,100,1260,True,2025-04-07 22:33:35,R_22WwoWudnkc8aq4,,,,,52.3759,4.8975,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Басқа (көрсетіңіз)",Испан,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Үнемі қолданамын,Үнемі қолданамын,"Әйел өзін ыңғайсыз сенуі мүмкін. Бірақ бұл ер адамдар болғандықтан емес, жалпы бөтен адамдар кіріп келсе. ",Орташа,Қуаныш,Өте күшті,Ешқандай эмоция,Орташа,"Кінә, көңілсіздік",Өте күшті,Ашу,Өте күшті,Ризашылық,Күштілеу,Қорқыныш,Өте күшті,Қайғы,Өте күшті,Ұят,,Өте күшті,,Кінә,Әлсіз,Кінә,Күштілеу,Кінә,Өте күшті,Ұят,Орташа,Қайғы,Өте күшті,Қуаныш,Өте күшті,Ұят,Өте күшті,Ұят,Әлсіздеу,Қайғы,Өте күшті,Ашу,Орташа,Жиіркеніш,Өте күшті,Қайғы,Өте күшті,Ешқандай,Орташа,Өкініш,Өте күшті,Ұят,Орташа,Қуаныш,Өте күшті,Күйзеліс,Өте күшті
2025-04-07 22:17:07,2025-04-07 22:35:22,IP Address,89.42.62.218,100,1095,True,2025-04-07 22:35:23,R_2rkXyRkePvJDwEV,,,,,49.7989,73.0994,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Ағылшын,,Қазақ,,"Ағылшын,Қазақ,Орыс,Басқа (көрсетіңіз)",Испанша,"Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Жиі қолданамын,Үнемі қолданамын,Ұялу,Орташа,Қуаныш,Күштілеу,Ішінде өлді,Өте күшті,Ішінде өлді,Өте күшті,Ашу,Күштілеу,Құрмет,Орташа,Қорқыныш,Өте күшті,Ішінде өлді,Өте күшті,Қуаныш,,Орташа,Ішінде өлді,,Өте күшті,Ішіндк өлді,Өте күшті,Өкініш,Күштілеу,Өкініш,Орташа,Қайғы,Күштілеу,Қуаныш,Өте күшті,Өкініш,Әлсіздеу,Ұят,Күштілеу,Қайғы,Өте күшті,Ашу,Өте күшті,Жиіркеніш,Күштілеу,Өкініш,Өте күшті,Қуаныш,Өте күшті,Өкініш,Өте күшті,Қуаныш,Әлсіздеу,Қуаныш,Күштілеу,Ішінде өлді,Өте күшті
2025-04-07 19:41:41,2025-04-08 11:05:09,IP Address,185.20.125.98,100,55407,True,2025-04-08 11:05:09,R_4BfyJMGEDMs4G1D,,,,,43.25,76.9167,anonymous,EN,Келісемін,26-35,Магистр дәрежесі,Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Қазақ,,Қазақ,,Орыс,,Сирек қолданамын,Жиі қолданамын,"ешкандай эмоция болмайтын секилди. ",Орташа,"куаныш, мактаныш сезимдерин",Өте күшті,ешкандай,Орташа,"окиниш, бакытсыз",Орташа,ызалану,Күштілеу,куаныш осындай досы барына,Күштілеу,коркыныш,Өте күшті,окиниш,Өте күшті,"ешкандай, оз досынан урлаган адамнын моральдик принциптери томен",,Орташа,,уялады,Күштілеу,"окиниш, ызалану (озине, куйеуине) осы жерге келгендери ушин",Өте күшті,"баланы аяу, озине ызалану",Орташа,ешкандай,Күштілеу,женилдик сезими,Күштілеу,"куаныш, мактану ",Күштілеу,озине ызалык сезими,Өте күшті,озине жиркену,Орташа,кайгы,Күштілеу,окиниш,Күштілеу,жиркениш,Күштілеу,куйзелис,Өте күшті,ешкандай,Күштілеу,куйзелис,Өте күшті,жииркениш,Күштілеу,мактаныш,Күштілеу,ыза,Өте күшті
2025-04-08 18:19:25,2025-04-08 18:24:39,IP Address,88.204.208.26,100,313,True,2025-04-08 18:24:40,R_2yvdbPRHd9kvt97,,,,,50.4273,80.2721,anonymous,EN,Келісемін,26-35,Магистр дәрежесі,Ер,Орыс,,Қазақ,,Орыс,,Орыс,,Орыс,,Қазақ,,Кейде қолданамын,Мүлдем қолданбаймын,Оте кушти,Өте күшті,Орташа,Орташа,Кушттлеу,Күштілеу,Куштилеу,Күштілеу,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Орташа,Орташа,Орташа,Орташа,,Оте кушти,Өте күшті,,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Оте куштт,Өте күшті,Алсиз,Әлсіз,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Ориаша,Орташа,Оте кушти,Орташа,Оте орташа,Орташа,Оте кушти,Өте күшті,Оте кушти,Өте күшті,Орташа,Орташа,Алсиз,Әлсіз
2025-04-08 18:15:07,2025-04-08 18:34:12,IP Address,95.82.71.132,100,1145,True,2025-04-08 18:34:13,R_8QKGsz85tbhfr7S,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Басқа (көрсетіңіз)",Неміс,Орыс,,Орыс,,Орыс,,Жиі қолданамын,Кейде қолданамын,Ұят,Күштілеу,Қуаныш,Өте күшті,Ұят,Орташа,Ұят,Өте күшті,Ашулық,Өте күшті,Алғыс,Күштілеу,Қорқыныш,Күштілеу,Қөңілсіздік,Өте күшті,,Ұят,Өте күшті,Ұят,,Өте күшті,Ұят,Өте күшті,Ұят,Өте күшті,Ұят,Өте күшті,Қайғы,Өте күшті,Мақтаныш,Өте күшті,Ұят,Өте күшті,Ұят,Өте күшті,Қайғы,Өте күшті,Ұят,Өте күшті,Ұят,Өте күшті,Қайғы,Өте күшті,Мақтаныш,Өте күшті,Ұят,Өте күшті,Мақтаныш,Өте күшті,Мақтаныш,Өте күшті,Қайғы,Өте күшті
2025-04-08 18:15:40,2025-04-08 19:21:45,IP Address,95.82.64.99,100,3965,True,2025-04-08 19:21:46,R_8HFT0LDp9V1wvGV,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Орыс,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Орыс,,"Қазақ,Орыс",,Орыс,,Кейде қолданамын,Жиі қолданамын,Уялу,Орташа,Happiness,Күштілеу,Қолайсыздық,Орташа,Өкініш,Әлсіз,Ашулану,Орташа,Қуанушылық,Күштілеу,Қорқыныш,Әлсіздеу,"Расстройство ",Әлсіз,,Ұят,Әлсіз,Уят,,Орташа,Ля,Әлсіздеу,Өкініш,Орташа,Тангалыс,Орташа,Тя,Әлсіз,Вжа,Орташа,Я,Әлсіз,Лат,Әлсіз," Өкініш",Әлсіз,Қуаныш,Күштілеу,Жақтырмаушылық,Әлсіз,Өкініш,Әлсіз,Ләззат,Әлсіз,Өкініш,Әлсіз,"Окыныш ",Әлсіз,Қуаныш,Әлсіз,Қайғы,Әлсіз
2025-04-08 18:20:01,2025-04-08 19:32:25,IP Address,178.91.253.73,100,4343,True,2025-04-08 19:32:25,R_80JaZ7dKK2Dg8Le,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Орыс,,Орыс,,Қазақ,,Сирек қолданамын,Үнемі қолданамын,Ыңғайсыздық,Орташа,Қуаныш,Өте күшті,Эмоция жоқ,Әлсіз,Қайғы,Өте күшті,Ыза,Орташа,Ризашылық,Күштілеу,Қорқыныш,Күштілеу,Көңіл қалу,Орташа,Қысылу,,Өте күшті,,Кінә,Орташа,Өкініш,Өте күшті,Кінә,Күштілеу,Ұят,Әлсіздеу,Шарасыздық,Орташа,Қуаныш,Өте күшті,Өкініш,Өте күшті,Қысылу,Орташа,Өкініш,Өте күшті,Ұят,Күштілеу,Жиіркену,Күштілеу,Өкініш,Өте күшті,Надандық,Орташа,Мұң,Өте күшті,Ұят,Өте күшті,Қуаныш,Өте күшті,Өз өзіне көңілі толмау,Күштілеу
2025-04-08 19:08:34,2025-04-08 19:37:20,IP Address,87.255.216.85,100,1726,True,2025-04-08 19:37:20,R_4FR5HUUtlUwRqeu,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Ағылшын,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Орыс,,Жиі қолданамын,Кейде қолданамын,уялу,Күштілеу,қуаныш,Өте күшті,"""cringe""",Орташа,көңілсіздік,Өте күшті,ашу,Өте күшті,қуаныш,Күштілеу,қорқыныш,Күштілеу,өкініш,Күштілеу,,кінә,Өте күшті,реніш,,Күштілеу,кінә,Күштілеу,кінә,Күштілеу,өкініш,Орташа,ашу,Орташа,қуаныш,Күштілеу,regret,Күштілеу,guilt,Күштілеу,sadness,Күштілеу,ашу,Орташа,disgust,Күштілеу,guilt,Өте күшті,envy,Әлсіздеу,regret,Күштілеу,dominance,Күштілеу,joy,Күштілеу,depression,Күштілеу
2025-04-08 19:50:41,2025-04-08 20:05:17,IP Address,185.48.148.186,100,876,True,2025-04-08 20:05:18,R_9Mzp8vTzhs33Rjz,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Орыс",,Орыс,,Үнемі қолданамын,Кейде қолданамын,қорқыныш,Өте күшті,бақыт,Өте күшті,көңіл қалу,Әлсіздеу,"қайғы, өкініш",Өте күшті,ашу,Күштілеу,ризашылық,Орташа,қорқыныш,Өте күшті,ашу,Өте күшті,ұят,,Өте күшті,ұят,,Өте күшті,өкініш,Өте күшті,өкініш,Күштілеу,ризашылық,Күштілеу,қайғы,Өте күшті,шаттық,Орташа,өкініш,Орташа,ыңғайсыздық,Әлсіздеу,қайғы,Өте күшті,ұялу,Орташа,Жиіркеніш,Әлсіз,қайғы,Өте күшті,қуаныш,Орташа,өкініш,Өте күшті,өкініш,Күштілеу,қуаныш,Күштілеу,үмітсіздік,Өте күшті
2025-04-08 20:08:16,2025-04-08 20:26:00,IP Address,176.223.186.93,100,1063,True,2025-04-08 20:26:01,R_2Pof5lhRumsZ4Xv,,,,,49.9713,82.6103,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Орыс,,Орыс,,Орыс,,Сирек қолданамын,Жиі қолданамын,"Уялады ",Орташа,Куаныщ,Өте күшті,ыңғайсыздық,Әлсіздеу,өкініш,Әлсіз,Ашу,Әлсіз,ризашылық,Өте күшті,"алаңдаушылық ",Әлсіз,қатты өкініш,Әлсіз,"ұялу, кінәлілік",,Әлсіз,,ыңғайсыздану,Әлсіз,өкініш,Әлсіз,кінәлілік,Әлсіз,түсініспеушілік,Әлсіз,"қысым ",Әлсіз,"Қуану ",Өте күшті,"өкініш ",Әлсіз,Ұялу,Әлсіз,қасірет,Әлсіз,таңданыс,Әлсіз,жек көру,Әлсіз,Мұң,Әлсіз,қуыстану,Әлсіз,кінәлілік,Әлсіз,құрметсіздік,Әлсіз,қанағаттану,Әлсіз,"ұялу, қапа болу ",Әлсіз
2025-04-08 22:09:49,2025-04-08 22:28:02,IP Address,87.255.216.103,100,1093,True,2025-04-08 22:28:03,R_4YlYGztg3pYZLdQ,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ",,Ағылшын,,Үнемі қолданамын,Жиі қолданамын,ұялу,Әлсіздеу,қуаныш,Өте күшті,"жағымсыздық(annoyance) ",Орташа,өкініш,Өте күшті,ашу,Өте күшті,ризашылық,Өте күшті,қорқыныш,Күштілеу,көңілі қалу,Күштілеу,ұят,,Өте күшті,ұят,,Күштілеу,өкініш,Өте күшті,өкініш,Күштілеу,ұят,Күштілеу,көңіл күйі түсу,Орташа,мақтаныш,Өте күшті,өкініш,Өте күшті,ұят,Өте күшті,қайғы,Өте күшті,"ұят ",Өте күшті,жиіркеніш,Өте күшті,өкініш,Өте күшті,нейтральді,Орташа,өкініш,Өте күшті,ұят,Өте күшті,қуаыш,Өте күшті,амалсыздық,Өте күшті
